이름,구단,연도,포지션,WAAwithADJ,이닝,RAAwithADJ,수비율,RNG,E+,CS,BLK,ARM
최승준,한화,2020,1B,-0.026,5.0,-0.28,1.0,-0.25,0.01,0.0,0.0,0.0
허관회,한화,2021,C,-0.037,94.0,-0.37,0.987,-0.17,-0.06,-0.39,-0.55,0.0
이시원,한화,2019,LF,-0.038,72.1,-0.36,1.0,0.37,0.04,0.0,0.0,-0.6
정은원,한화,2019,2B,-0.038,1192.2,-0.37,0.982,-2.47,0.13,0.0,0.0,0.0
양성우,한화,2020,LF,-0.042,25.0,-0.44,1.0,-0.34,0.01,0.0,0.0,0.02
장운호,한화,2022,RF,-0.045,337.0,-0.43,0.973,2.18,-0.15,0.0,0.0,-0.83
김인환,한화,2018,1B,-0.046,2.0,-0.5,1.0,-0.48,0.0,0.0,0.0,0.0
유장혁,한화,2021,CF,-0.047,253.0,-0.46,1.0,-1.15,0.12,0.0,0.0,0.34
김민하,한화,2020,RF,-0.049,164.2,-0.52,0.971,1.31,-0.28,0.0,0.0,-0.67
김태연,한화,2018,3B,-0.051,67.0,-0.57,0.913,-0.27,-0.23,0.0,0.0,0.0
노수광,한화,2020,CF,-0.054,449.1,-0.72,0.984,-1.67,-0.16,0.0,0.0,1.92
이시원,한화,2020,CF,-0.063,87.1,-0.66,1.0,-0.12,0.04,0.0,0.0,-0.52
페레즈,한화,2021,1B,-0.072,465.0,-0.72,0.963,2.43,-1.01,0.0,0.0,-0.51
변우혁,한화,2022,1B,-0.075,91.1,-0.73,0.957,0.05,-0.39,0.0,0.0,0.0
김회성,한화,2020,1B,-0.077,68.0,-0.81,0.951,-0.27,-0.25,0.0,0.0,0.0
정민규,한화,2022,1B,-0.087,58.0,-0.82,0.978,-0.26,-0.09,0.0,0.0,0.0
강경학,한화,2020,2B,-0.091,458.2,-0.96,0.979,-0.94,-0.15,0.0,0.0,-0.01
김지수,한화,2020,LF,-0.094,61.0,-0.99,0.95,-1.19,-0.17,0.0,0.0,0.51
최인호,한화,2020,LF,-0.095,266.2,-0.99,1.0,-1.08,0.16,0.0,0.0,1.38
김태균,한화,2019,1B,-0.103,223.1,-1.0,0.995,0.67,0.2,0.0,0.0,0.0
하주석,한화,2020,SS,-0.103,558.0,-1.09,0.963,-4.01,-0.12,0.0,0.0,0.0
송호정,한화,2021,SS,-0.103,24.0,-1.03,0.8,-1.03,-0.11,0.0,0.0,-0.0
이성열,한화,2020,1B,-0.108,37.0,-1.13,0.971,-0.66,-0.14,0.0,0.0,0.0
권광민,한화,2022,LF,-0.111,184.2,-1.07,1.0,-0.04,0.13,0.0,0.0,-0.24
최윤석,한화,2019,SS,-0.122,32.0,-1.2,0.857,-1.06,-0.3,0.0,0.0,0.0
정기훈,한화,2020,3B,-0.125,66.2,-1.33,0.909,-1.24,-0.22,0.0,0.0,0.0
김인환,한화,2019,1B,-0.131,97.0,-1.25,0.989,-0.43,-0.03,0.0,0.0,0.0
최인호,한화,2021,LF,-0.136,335.2,-1.36,1.0,0.55,0.16,0.0,0.0,-0.34
정진호,한화,2020,LF,-0.139,623.1,-1.47,0.994,0.42,0.15,0.0,0.0,1.02
원혁재,한화,2022,LF,-0.141,55.0,-1.34,1.0,-0.41,0.04,0.0,0.0,-0.71
정민규,한화,2021,3B,-0.148,28.0,-1.48,0.864,-0.92,-0.52,0.0,0.0,0.0
변우혁,한화,2019,1B,-0.155,134.0,-1.5,0.993,-0.45,0.04,0.0,0.0,0.0
강상원,한화,2021,CF,-0.162,130.0,-1.62,1.0,-0.59,0.07,0.0,0.0,-0.84
김태균,한화,2018,1B,-0.163,145.0,-1.82,0.986,-0.26,-0.17,0.0,0.0,0.0
유상빈,한화,2022,LF,-0.164,101.0,-1.6,1.0,-0.08,0.07,0.0,0.0,-1.08
노태형,한화,2020,2B,-0.165,248.2,-1.74,0.968,-1.02,-0.44,0.0,0.0,0.0
유장혁,한화,2019,LF,-0.165,137.1,-1.59,1.0,-1.25,0.08,0.0,0.0,0.01
이원석,한화,2022,CF,-0.178,86.0,-1.71,0.955,-0.03,-0.14,0.0,0.0,-1.53
오선진,한화,2018,3B,-0.182,349.2,-2.02,0.955,-2.75,-0.02,0.0,0.0,0.0
최진행,한화,2019,LF,-0.186,267.0,-1.8,1.0,0.46,0.14,0.0,0.0,-1.07
조한민,한화,2020,SS,-0.196,120.2,-2.08,0.907,-2.08,-0.64,0.0,0.0,0.0
이성곤,한화,2022,1B,-0.2,175.1,-1.91,0.989,-0.41,-0.06,0.0,0.0,0.0
김태균,한화,2020,1B,-0.205,402.0,-2.15,1.0,0.82,0.64,0.0,0.0,0.0
노시환,한화,2021,3B,-0.216,823.2,-2.21,0.934,-2.07,-1.45,0.0,0.0,0.0
정은원,한화,2018,2B,-0.228,519.2,-2.54,0.98,-4.17,0.42,0.0,0.0,0.0
장운호,한화,2021,RF,-0.23,725.0,-2.29,1.0,-1.24,0.41,0.0,0.0,1.15
장진혁,한화,2019,CF,-0.234,742.2,-2.26,0.986,-1.02,-0.14,0.0,0.0,0.27
노태형,한화,2021,1B,-0.243,75.0,-2.41,0.968,-1.67,-0.24,0.0,0.0,0.0
임종찬,한화,2020,RF,-0.247,266.1,-2.61,1.0,-1.38,0.16,0.0,0.0,0.04
장지승,한화,2021,RF,-0.258,146.0,-2.57,0.97,0.15,-0.11,0.0,0.0,-1.87
이원석,한화,2021,CF,-0.261,300.0,-2.58,0.987,-2.6,-0.06,0.0,0.0,-0.39
박한결,한화,2020,SS,-0.268,59.1,-2.84,0.926,-2.94,-0.22,0.0,0.0,0.0
김태연,한화,2022,3B,-0.268,719.0,-2.58,0.951,-2.62,-0.93,0.0,0.0,0.53
장운호,한화,2020,RF,-0.274,59.1,-2.91,1.0,-2.3,0.03,0.0,0.0,-0.38
노수광,한화,2022,LF,-0.287,719.2,-2.75,0.98,1.32,-0.33,0.0,0.0,-0.66
유로결,한화,2022,LF,-0.288,160.2,-2.72,0.969,-1.86,-0.09,0.0,0.0,-0.09
이성곤,한화,2021,1B,-0.292,283.0,-2.96,0.985,-0.23,-0.27,0.0,0.0,0.0
김문호,한화,2020,1B,-0.294,81.0,-3.14,1.0,-2.07,0.1,0.0,0.0,-0.53
최진행,한화,2020,LF,-0.296,146.0,-3.13,0.97,-1.22,-0.12,0.0,0.0,-1.0
호잉,한화,2020,RF,-0.298,278.0,-3.11,1.0,-1.57,0.17,0.0,0.0,-0.22
백창수,한화,2019,LF,-0.315,106.2,-3.04,1.0,-3.33,0.06,0.0,0.0,0.75
정근우,한화,2019,CF,-0.329,560.0,-3.18,0.98,-0.36,-0.61,0.0,0.0,-1.08
김인환,한화,2022,1B,-0.388,604.2,-3.74,0.994,0.9,0.36,0.0,0.0,0.0
강경학,한화,2019,SS,-0.391,273.0,-3.79,0.979,-3.99,-0.08,0.0,0.0,0.0
터크먼,한화,2022,CF,-0.44,1163.2,-4.31,0.987,-4.45,-0.24,0.0,0.0,-1.19
노시환,한화,2022,3B,-0.479,826.2,-4.68,0.974,-3.95,0.21,0.0,0.0,0.0
양성우,한화,2019,LF,-0.5,301.1,-4.8,1.0,-2.62,0.17,0.0,0.0,-0.92
백창수,한화,2018,LF,-0.515,325.2,-5.74,0.977,-3.45,-0.43,0.0,0.0,0.54
이진영,한화,2022,RF,-0.537,486.1,-5.15,0.978,-0.92,-0.02,0.0,0.0,-1.81
정근우,한화,2018,2B,-0.547,575.0,-6.15,0.975,-4.54,-0.97,0.0,0.0,1.34
정은원,한화,2022,2B,-0.579,990.2,-5.66,0.969,-6.59,-0.75,0.0,0.0,0.0
임종찬,한화,2021,RF,-0.665,329.0,-6.58,0.986,-2.89,0.02,0.0,0.0,-2.03
이성열,한화,2018,1B,-0.793,577.2,-8.93,0.991,-3.42,0.02,0.0,0.0,-0.49
이용규,한화,2020,CF,-0.89,878.1,-9.52,0.988,-4.68,-0.17,0.0,0.0,-5.7
이성열,한화,2019,RF,-0.979,551.0,-9.6,0.982,-4.26,-0.4,0.0,0.0,-1.55
오지환,LG,2019,SS,1.896,1101.0,18.3,0.981,11.75,1.08,0.0,0.0,0.0
오지환,LG,2021,SS,1.872,1060.2,18.65,0.976,11.74,1.47,0.0,0.0,0.0
박해민,LG,2022,CF,1.858,1206.0,17.86,0.995,14.97,0.39,0.0,0.0,0.52
오지환,LG,2020,SS,1.786,1142.0,18.98,0.975,12.31,0.43,0.0,0.0,0.0
오지환,LG,2022,SS,1.275,1167.0,12.47,0.974,4.97,1.63,0.0,0.0,0.0
이형종,LG,2019,LF,1.048,756.1,10.17,0.991,11.53,0.09,0.0,0.0,1.2
홍창기,LG,2020,CF,0.994,943.2,10.6,0.993,9.83,0.09,0.0,0.0,1.65
유강남,LG,2020,C,0.968,1009.2,10.28,0.998,-0.99,1.04,0.18,0.86,0.0
김민성,LG,2021,3B,0.933,861.2,9.28,0.971,6.52,1.28,0.0,0.0,0.0
오지환,LG,2018,SS,0.888,1198.2,9.9,0.963,3.97,-0.95,0.0,0.0,0.0
유강남,LG,2022,C,0.817,1008.1,7.88,0.992,0.48,0.07,-2.31,1.3,0.0
유강남,LG,2021,C,0.761,961.0,7.64,0.996,-1.56,0.63,0.04,0.25,0.0
문보경,LG,2022,3B,0.752,1006.2,7.33,0.984,6.91,1.32,0.0,0.0,0.0
유강남,LG,2018,C,0.717,952.0,8.06,0.992,-0.65,0.06,-0.21,-0.31,0.0
문성주,LG,2022,RF,0.663,456.1,6.44,1.0,8.05,0.34,0.0,0.0,0.32
유강남,LG,2019,C,0.634,968.1,6.17,0.992,0.07,-0.13,-1.22,-0.63,0.0
문보경,LG,2021,1B,0.506,664.1,5.06,0.991,7.35,0.59,0.0,0.0,0.0
윤진호,LG,2019,2B,0.457,248.0,4.39,0.982,3.55,0.27,0.0,0.0,0.0
구본혁,LG,2020,3B,0.387,381.1,4.08,0.969,2.89,0.08,0.0,0.0,0.0
홍창기,LG,2022,RF,0.382,898.1,3.71,0.995,5.75,0.52,0.0,0.0,1.64
구본혁,LG,2019,3B,0.378,271.1,3.61,0.99,2.21,0.6,0.0,0.0,0.0
정주현,LG,2019,2B,0.367,972.0,3.52,0.976,2.3,-0.38,0.0,0.0,0.0
정주현,LG,2018,2B,0.319,771.1,3.55,0.965,3.07,-0.96,0.0,0.0,-0.0
구본혁,LG,2021,SS,0.291,265.0,2.91,0.985,1.61,0.46,0.0,0.0,0.0
양석환,LG,2020,3B,0.287,293.0,3.01,0.977,3.96,-0.09,0.0,0.0,0.0
정상호,LG,2018,C,0.272,313.2,3.01,0.997,0.11,0.28,-0.5,0.14,0.0
김민성,LG,2019,3B,0.27,841.2,2.62,0.975,0.02,1.2,0.0,0.0,0.0
김민성,LG,2020,3B,0.253,639.2,2.67,0.967,0.55,0.96,0.0,0.0,0.0
이성우,LG,2019,C,0.252,208.0,2.41,0.988,0.2,-0.13,0.08,0.55,0.0
양석환,LG,2018,3B,0.227,1069.1,2.52,0.967,2.64,-0.01,0.0,0.0,0.0
이재원,LG,2021,RF,0.225,366.0,2.25,1.0,2.89,0.21,0.0,0.0,0.97
홍창기,LG,2019,RF,0.214,50.0,2.06,1.0,1.46,0.03,0.0,0.0,0.72
이형종,LG,2018,CF,0.196,858.1,2.2,0.996,1.81,0.31,0.0,0.0,-0.06
김재성,LG,2021,C,0.187,198.2,1.86,0.994,0.14,0.1,-0.07,-0.0,0.0
정주현,LG,2021,2B,0.175,505.0,1.75,0.961,1.97,-1.08,0.0,0.0,0.0
서건창,LG,2021,2B,0.172,463.2,1.72,0.996,-0.09,1.01,0.0,0.0,0.0
허도환,LG,2022,C,0.165,254.2,1.59,1.0,0.56,0.37,-0.81,-0.64,0.0
이성우,LG,2020,C,0.156,236.0,1.65,0.995,-0.45,0.14,-0.57,0.4,0.0
문성주,LG,2021,LF,0.139,181.0,1.38,0.98,3.17,-0.11,0.0,0.0,-0.99
백승현,LG,2019,3B,0.131,77.0,1.23,0.972,1.02,0.01,0.0,0.0,0.0
장준원,LG,2020,3B,0.125,186.0,1.32,0.98,0.64,0.35,0.0,0.0,0.0
신민재,LG,2020,CF,0.124,90.0,1.32,1.0,1.16,0.08,0.0,0.0,-0.09
이영빈,LG,2022,2B,0.119,145.0,1.14,0.979,0.86,0.05,0.0,0.0,-0.0
이성우,LG,2021,C,0.119,112.2,1.18,0.991,0.2,-0.03,-0.26,0.32,0.0
박용택,LG,2018,LF,0.118,33.0,1.33,1.0,1.61,0.03,0.0,0.0,-0.12
이상호,LG,2021,2B,0.115,181.0,1.15,0.979,1.0,0.08,0.0,0.0,-0.0
김현수,LG,2018,LF,0.113,971.0,1.28,0.991,8.54,0.15,0.0,0.0,0.03
이주형,LG,2021,1B,0.104,26.0,1.03,1.0,1.18,0.04,0.0,0.0,-0.01
이형종,LG,2022,RF,0.097,34.2,0.93,1.0,1.25,0.04,0.0,0.0,-0.15
백승현,LG,2020,3B,0.094,112.0,0.99,0.971,0.6,0.14,0.0,0.0,0.0
이우찬,LG,2019,DH,0.085,91.0,0.82,0.963,0.77,0.01,0.0,0.04,0.0
안익훈,LG,2018,CF,0.083,274.0,0.91,1.0,0.55,0.15,0.0,0.0,-0.3
이천웅,LG,2021,CF,0.081,405.2,0.81,1.0,1.15,0.19,0.0,0.0,-0.28
윤진호,LG,2018,3B,0.08,241.2,0.89,0.981,-0.06,0.29,0.0,0.0,0.0
신민재,LG,2021,2B,0.074,64.0,0.74,0.964,0.87,-0.08,0.0,0.0,-0.11
채은성,LG,2020,RF,0.07,678.1,0.75,0.989,4.97,0.0,0.0,0.0,-0.51
김호은,LG,2020,1B,0.067,120.1,0.71,0.99,1.9,-0.03,0.0,0.0,-0.14
박용택,LG,2019,LF,0.067,25.2,0.65,1.0,0.77,0.01,0.0,0.0,-0.01
한석현,LG,2022,RF,0.065,27.0,0.61,1.0,0.61,0.02,0.0,0.0,0.04
홍창기,LG,2018,LF,0.064,50.0,0.7,1.0,0.3,0.04,0.0,0.0,0.66
백승현,LG,2018,SS,0.055,19.2,0.6,1.0,0.43,0.06,0.0,0.0,0.0
박재욱,LG,2020,C,0.049,47.0,0.52,1.0,0.27,0.07,0.02,-0.27,0.0
신민재,LG,2019,2B,0.041,187.1,0.4,1.0,0.57,0.34,0.0,0.0,-0.82
김기연,LG,2022,C,0.034,24.0,0.33,1.0,0.0,0.04,0.0,0.1,0.0
전준호,LG,2019,C,0.034,24.0,0.32,1.0,0.0,0.03,0.0,0.09,0.0
채은성,LG,2019,RF,0.033,886.1,0.32,0.985,3.29,0.11,0.0,0.0,1.38
김재성,LG,2019,C,0.032,17.0,0.31,1.0,0.0,0.02,0.08,0.07,0.0
루이즈,LG,2022,3B,0.031,209.0,0.29,0.955,-0.06,0.01,0.0,0.0,0.0
김재율,LG,2018,1B,0.03,86.0,0.34,1.0,0.98,0.14,0.0,0.0,0.0
한석현,LG,2020,RF,0.027,8.1,0.29,1.0,0.33,0.0,0.0,0.0,0.0
최민창,LG,2021,CF,0.023,6.0,0.23,1.0,0.25,0.0,0.0,0.0,-0.02
최재원,LG,2020,CF,0.017,8.0,0.18,1.0,0.33,0.01,0.0,0.0,-0.14
윤대영,LG,2018,1B,0.013,39.2,0.14,1.0,0.45,0.06,0.0,0.0,0.0
신민재,LG,2022,CF,0.011,13.1,0.11,1.0,0.19,0.01,0.0,0.0,-0.08
양원혁,LG,2018,2B,0.008,19.0,0.09,0.75,0.2,-0.15,0.0,0.0,0.0
김기연,LG,2018,C,0.004,3.0,0.05,1.0,0.0,0.0,0.0,0.01,0.0
이재원,LG,2022,LF,0.004,310.0,0.04,0.985,1.64,0.02,0.0,0.0,-0.11
김용의,LG,2020,1B,0.003,215.0,0.03,1.0,1.58,0.35,0.0,0.0,-0.23
송찬의,LG,2022,2B,0.003,163.0,0.03,0.964,0.96,-0.45,0.0,0.0,-0.29
박재욱,LG,2022,C,0.001,1.0,0.01,1.0,0.0,0.0,0.0,0.0,0.0
안익훈,LG,2022,RF,0.0,25.0,0.0,1.0,0.08,0.02,0.0,0.0,-0.03
최민창,LG,2022,LF,-0.001,13.0,-0.01,1.0,0.24,0.01,0.0,0.0,-0.2
김호은,LG,2022,1B,-0.002,3.0,-0.02,1.0,0.0,0.01,0.0,0.0,0.0
문성주,LG,2018,CF,-0.005,4.0,-0.06,1.0,0.22,0.0,0.0,0.0,-0.28
박지규,LG,2020,2B,-0.007,4.0,-0.07,1.0,-0.09,0.01,0.0,0.0,0.0
김민성,LG,2022,3B,-0.011,358.1,-0.11,0.959,-0.95,0.25,0.0,0.0,0.0
김호은,LG,2021,1B,-0.021,9.0,-0.2,1.0,-0.15,0.02,0.0,0.0,0.0
전민수,LG,2020,RF,-0.025,8.0,-0.26,0.5,-0.09,-0.2,0.0,0.0,0.06
김재율,LG,2019,3B,-0.033,19.0,-0.31,1.0,-0.39,0.05,0.0,0.0,0.0
장준원,LG,2021,3B,-0.037,9.0,-0.37,0.833,-0.19,-0.17,0.0,0.0,0.0
양종민,LG,2019,3B,-0.039,119.2,-0.36,0.925,0.12,-0.48,0.0,0.0,0.0
김용의,LG,2021,1B,-0.042,172.2,-0.42,0.994,0.83,0.12,0.0,0.0,-0.01
정상호,LG,2019,C,-0.045,64.0,-0.43,1.0,-0.34,0.08,-0.49,-0.21,0.0
류형우,LG,2019,1B,-0.051,29.0,-0.49,1.0,-0.43,0.06,0.0,0.0,0.0
서상우,LG,2019,1B,-0.052,6.1,-0.51,1.0,-0.47,0.01,0.0,0.0,0.0
이상호,LG,2022,2B,-0.054,188.2,-0.52,0.967,-0.28,-0.29,0.0,0.0,0.0
이천웅,LG,2022,LF,-0.058,24.0,-0.56,1.0,-0.34,0.02,0.0,0.0,-0.15
이재원,LG,2020,RF,-0.065,46.0,-0.68,0.909,0.13,-0.17,0.0,0.0,-0.4
서상우,LG,2018,1B,-0.068,64.0,-0.76,0.985,-0.05,-0.1,0.0,0.0,0.0
한석현,LG,2021,LF,-0.084,58.0,-0.85,0.875,0.03,-0.17,0.0,0.0,-0.45
임훈,LG,2018,LF,-0.094,137.2,-1.05,1.0,0.09,0.1,0.0,0.0,-0.68
김주성,LG,2021,3B,-0.104,13.0,-1.09,0.333,-0.75,-0.36,0.0,0.0,0.0
박지규,LG,2019,2B,-0.113,43.0,-1.11,0.941,-1.08,-0.1,0.0,0.0,0.0
조셉,LG,2019,1B,-0.124,357.0,-1.21,0.99,1.93,-0.16,0.0,0.0,0.0
손호영,LG,2021,SS,-0.138,31.2,-1.39,0.923,-1.43,-0.08,0.0,0.0,0.0
가르시아,LG,2022,2B,-0.139,330.1,-1.34,0.963,-1.6,-0.3,0.0,0.0,0.0
문선재,LG,2018,LF,-0.144,15.0,-1.63,1.0,-1.32,0.01,0.0,0.0,-0.24
이영빈,LG,2021,1B,-0.144,296.0,-1.45,0.971,0.17,-0.67,0.0,0.0,0.0
손호영,LG,2020,3B,-0.169,73.0,-1.81,0.882,-1.73,-0.18,0.0,0.0,0.0
안익훈,LG,2021,CF,-0.182,82.0,-1.84,1.0,-1.55,0.04,0.0,0.0,-0.17
정주현,LG,2020,2B,-0.189,896.0,-2.0,0.982,-3.69,0.07,0.0,0.0,0.0
이천웅,LG,2020,CF,-0.193,653.2,-2.04,0.994,-1.32,0.12,0.0,0.0,-1.78
김용의,LG,2018,1B,-0.193,444.1,-2.14,0.998,1.69,0.51,0.0,0.0,-0.16
가르시아,LG,2018,3B,-0.204,273.1,-2.32,0.882,-1.82,-1.03,0.0,0.0,0.0
