이름,구단,연도,포지션,WAR*,타율,OPS,wRC+,WPA,타점율,삼진율,볼삼비,순도루성공,병살율
임지열,히어로즈,21,LF,-0.22,0.12,0.387,19.8,-0.14,0,0.4,0.396039604,-1,0.04
신준우,히어로즈,21,SS,-0.25,0.167,0.518,42.9,-0.2,0.0952380952,0.5,0.18957346,-1,0.0238095238
김지수,히어로즈,18,2B,-0.26,0.147,0.404,9.2,-0.32,0,0.441176471,0.331125828,-1,0.0588235294
주효상,히어로즈,18,C,-0.29,0.218,0.568,41.6,0.17,0.109090909,0.327272727,0.27700831,-1,0.0181818182
이주형,히어로즈,22,DH,-0.29,0.169,0.505,55.7,-0.39,0.112676056,0.38028169,0.36900369,0,0
고종욱,히어로즈,18,LF,-0.3,0.279,0.709,74.1,1.03,0.163636364,0.290909091,0.156087409,13,0.00606060606
이병규,히어로즈,22,1B,-0.3,0.184,0.488,32.1,-0.21,0.131578947,0.289473684,0.18018018,1,0
전병우,히어로즈,22,1B,-0.31,0.203,0.603,68.2,-0.01,0.106598985,0.345177665,0.249632893,0,0.0253807107
김재현,히어로즈,18,C,-0.32,0.228,0.6,45.5,-0.7,0.0891089109,0.287128713,0.206540448,0,0.0099009901
허정협,히어로즈,21,LF,-0.37,0.156,0.411,19,0.11,0.0444444444,0.222222222,0.594059406,0,0.0222222222
김휘집,히어로즈,21,3B,-0.38,0.129,0.465,33.6,-0.48,0.114285714,0.328571429,0.562770563,1,0
변상권,히어로즈,21,LF,-0.4,0.239,0.596,56.1,0.62,0.125786164,0.251572327,0.224438903,0,0.0125786164
이용규,히어로즈,22,LF,-0.41,0.199,0.548,67.7,0.64,0.0774907749,0.15498155,1.06888361,10,0.0258302583
모터,히어로즈,20,3B,-0.43,0.114,0.335,-24.6,-0.64,0.0857142857,0.285714286,0.099009901,0,0
박주홍,히어로즈,21,DH,-0.45,0.106,0.399,18.3,-0.34,0.0638297872,0.446808511,0.426540284,0,0.0212765957
김태완,히어로즈,18,DH,-0.5,0.197,0.543,32.6,-0.95,0.0757575758,0.378787879,0.199203187,0,0.0606060606
김규민,히어로즈,20,LF,-0.56,0.208,0.527,31.9,-1.13,0.0594059406,0.237623762,0.20746888,1,0.0297029703
예진원,히어로즈,21,CF,-0.75,0.158,0.502,32.5,-1.33,0.0701754386,0.245614035,0.427046263,-1,0.0175438596
최정,SSG.SK,19,3B,6.32,0.292,0.918,148.9,3.85,0.196819085,0.182902584,0.749185668,1,0.00795228628
최정,SSG.SK,21,3B,6.14,0.278,0.972,155.9,5.4,0.229357798,0.233944954,0.822722821,2,0.0206422018
최정,SSG.SK,22,3B,5.15,0.266,0.891,145.4,3.72,0.210144928,0.231884058,0.686784599,7,0.0144927536
최정,SSG.SK,20,3B,4.92,0.27,0.93,138.8,4.52,0.212389381,0.216814159,0.764525994,5,0.0154867257
로맥,SSG.SK,18,1B,4.78,0.316,1.001,144.1,3.95,0.202651515,0.232954545,0.584890333,5,0.0132575758
최지훈,SSG.SK,22,CF,4.78,0.304,0.788,120.8,1.77,0.107017544,0.135087719,0.609597925,24,0.0122807018
로맥,SSG.SK,20,1B,4.38,0.282,0.946,142.7,4.31,0.187628866,0.239175258,0.783807063,2,0.0103092784
박성한,SSG.SK,22,SS,4.23,0.298,0.749,116.6,1.49,0.113360324,0.163967611,0.739827374,4,0.0101214575
이재원,SSG.SK,18,C,4.21,0.329,0.918,130.6,2.1,0.14004914,0.15970516,0.660522273,0,0.0319410319
로맥,SSG.SK,19,1B,4.02,0.276,0.878,136.7,1.09,0.188492063,0.232142857,0.623398804,3,0.0218253968
한유섬,SSG.SK,21,RF,3.9,0.278,0.907,138.6,1.99,0.214932127,0.21719457,0.624349636,1,0.0248868778
한유섬,SSG.SK,22,RF,3.9,0.264,0.851,134.9,3.45,0.218340611,0.299126638,0.481400438,0,0.0174672489
추신수,SSG.SK,21,DH,3.89,0.265,0.86,137.4,4.59,0.14967462,0.26681128,0.836718115,16,0.0173535792
한유섬,SSG.SK,18,RF,3.53,0.284,0.967,129.8,4.03,0.236625514,0.255144033,0.419016922,2,0.0205761317
최정,SSG.SK,18,3B,3.52,0.244,0.915,120.3,2.5,0.18226601,0.31773399,0.449264136,7,0.0246305419
박성한,SSG.SK,21,SS,3.34,0.302,0.765,110.3,1.4,0.108108108,0.179361179,0.670314637,7,0.00245700246
노수광,SSG.SK,18,CF,3.03,0.313,0.815,107.9,3.46,0.102912621,0.166990291,0.557491289,21,0.00582524272
이재원,SSG.SK,19,C,2.66,0.268,0.718,95.9,0.43,0.166297118,0.130820399,0.575296108,1,0.0354767184
추신수,SSG.SK,22,DH,2.38,0.259,0.813,129.8,2.01,0.141809291,0.244498778,0.709290709,10,0.0146699267
최주환,SSG.SK,21,2B,2.36,0.256,0.782,111.2,-0.51,0.165024631,0.206896552,0.63020214,1,0.0172413793
고종욱,SSG.SK,19,LF,2.26,0.323,0.768,115.5,1.73,0.113821138,0.180894309,0.202020202,21,0.0101626016
최지훈,SSG.SK,21,CF,2.12,0.262,0.705,93.8,-0.19,0.0976138829,0.154013015,0.717299578,20,0.0130151844
한유섬,SSG.SK,19,RF,2.11,0.265,0.77,116.9,0.83,0.121779859,0.234192037,0.549450549,-1,0.0140515222
김강민,SSG.SK,18,CF,1.71,0.298,0.906,119.1,-0.02,0.195744681,0.242553191,0.385288967,4,0.00425531915
정의윤,SSG.SK,19,DH,1.68,0.282,0.79,115.8,0.47,0.155263158,0.157894737,0.499168053,0,0.0236842105
김성현,SSG.SK,21,2B,1.65,0.283,0.778,109.8,1.24,0.156118143,0.122362869,0.996563574,3,0.0337552743
김강민,SSG.SK,19,CF,1.63,0.27,0.694,90.7,-0.67,0.118483412,0.244075829,0.300678952,7,0.00473933649
이재원,SSG.SK,21,C,1.5,0.28,0.72,95.2,0.18,0.110701107,0.173431734,0.615711253,-2,0.0516605166
최항,SSG.SK,18,2B,1.37,0.293,0.835,113,0.05,0.157657658,0.256756757,0.437828371,0,0.0045045045
김강민,SSG.SK,22,CF,1.33,0.303,0.824,129.5,1.07,0.101123596,0.219101124,0.460358056,-2,0.00561797753
한유섬,SSG.SK,20,RF,1.31,0.249,0.871,121.2,0.56,0.160621762,0.25388601,0.610997963,2,0.0414507772
라가레스,SSG.SK,22,LF,1.19,0.317,0.83,126.9,1.19,0.177777778,0.1,0.773480663,2,0.0222222222
로맥,SSG.SK,21,1B,1.13,0.225,0.765,105.5,-0.59,0.146478873,0.233802817,0.709987966,1,0.0253521127
전의산,SSG.SK,22,1B,1,0.249,0.797,114,0.2,0.186721992,0.348547718,0.285374554,0,0.0248962656
나주환,SSG.SK,18,SS,0.98,0.262,0.767,85.9,0.65,0.154696133,0.182320442,0.574886536,-1,0.00552486188
김강민,SSG.SK,20,CF,0.93,0.253,0.745,88,0.17,0.155709343,0.214532872,0.434782609,2,0.0346020761
오태곤,SSG.SK,20,LF,0.89,0.288,0.771,99.3,0.07,0.163043478,0.168478261,0.38585209,8,0.0217391304
김강민,SSG.SK,21,CF,0.88,0.238,0.735,95.1,-0.65,0.121076233,0.233183857,0.479846449,0,0.0134529148
채태인,SSG.SK,20,DH,0.85,0.281,0.835,121.5,-0.39,0.15,0.20625,0.876132931,0,0.025
오태곤,SSG.SK,21,1B,0.81,0.268,0.739,97,-0.33,0.14893617,0.221276596,0.268714012,5,0.0170212766
오태곤,SSG.SK,20,LF,0.8,0.274,0.728,89.7,0.08,0.14957265,0.200854701,0.276008493,9,0.0256410256
김성현,SSG.SK,18,2B,0.77,0.277,0.692,75.6,-0.24,0.13253012,0.101204819,0.688836105,4,0.0457831325
김민식,SSG.SK,22,C,0.76,0.221,0.618,73.4,-0.99,0.126126126,0.202702703,0.709534368,0,0.018018018
최항,SSG.SK,20,2B,0.62,0.265,0.701,92.9,-0.09,0.113636364,0.204545455,0.774907749,1,0.0227272727
이흥련,SSG.SK,21,C,0.6,0.236,0.657,80.7,-0.02,0.11023622,0.244094488,0.38585209,0,0.031496063
노수광,SSG.SK,19,LF,0.57,0.25,0.644,80.9,0.92,0.0721649485,0.175257732,0.675477239,17,0.00257731959
강승호,SSG.SK,18,2B,0.55,0.322,0.846,111.4,0.2,0.233333333,0.3,0.332103321,0,0.0111111111
박승욱,SSG.SK,18,SS,0.53,0.308,0.769,105,0.05,0.138461538,0.246153846,0.621118012,3,0.0153846154
최주환,SSG.SK,22,2B,0.52,0.211,0.651,79.1,-0.42,0.137583893,0.184563758,0.526315789,0,0.0167785235
김성현,SSG.SK,19,SS,0.5,0.246,0.602,66.1,-1.99,0.0798122066,0.100938967,0.765661253,4,0.0352112676
김성현,SSG.SK,20,SS,0.5,0.271,0.657,74,-1.33,0.0728862974,0.0787172012,1.10701107,0,0.029154519
김찬형,SSG.SK,21,2B,0.41,0.227,0.655,72.6,0.02,0.053030303,0.242424242,0.498442368,0,0.00757575758
최지훈,SSG.SK,20,RF,0.39,0.258,0.645,71.5,-2.51,0.0579399142,0.17167382,0.474406991,12,0.00858369099
이현석,SSG.SK,21,C,0.39,0.266,0.783,95.1,-0.14,0.240506329,0.367088608,0.137457045,0,0
이정범,SSG.SK,21,LF,0.36,0.254,0.808,115.6,-0.13,0.152542373,0.254237288,0.463576159,0,0.0169491525
김재현,SSG.SK,18,LF,0.33,0.277,0.759,102.6,0.68,0.0769230769,0.261538462,0.526315789,6,0
이재원,SSG.SK,22,C,0.28,0.201,0.574,57.8,-1.59,0.11965812,0.188034188,0.566893424,1,0.0555555556
정의윤,SSG.SK,18,DH,0.26,0.272,0.8,94.9,0.14,0.175115207,0.133640553,0.652920962,0,0.0368663594
정현,SSG.SK,21,2B,0.25,0.222,0.637,76.1,-0.67,0.0598290598,0.205128205,0.705394191,-1,0.0598290598
박성한,SSG.SK,20,SS,0.24,0.242,0.648,73.4,-0.59,0.0808080808,0.212121212,0.521327014,0,0.0101010101
노수광,SSG.SK,20,CF,0.22,0.251,0.649,76.5,-0.77,0.0721649485,0.219931271,0.530421217,4,0.00687285223
최항,SSG.SK,21,2B,0.22,0.275,0.68,86.6,-0.25,0.101449275,0.231884058,0.372670807,1,0.0579710145
김성민,SSG.SK,20,SS,0.2,0.286,1.089,165.1,0.15,0.285714286,0.214285714,0.322580645,0,0
최항,SSG.SK,19,2B,0.2,0.228,0.59,70.1,-1.09,0.11023622,0.188976378,0.663900415,2,0.0236220472
노수광,SSG.SK,20,CF,0.15,0.267,0.716,88.9,0,0.0666666667,0.213333333,0.434782609,-2,0
남태혁,SSG.SK,21,1B,0.15,0.3,0.864,133.8,-0.02,0.2,0.35,0.14084507,0,0.05
하재훈,SSG.SK,22,LF,0.14,0.215,0.704,83.3,-0.43,0.121495327,0.373831776,0.0997506234,1,0
김민식,SSG.SK,22,C,0.14,0.214,0.609,71.6,-0.42,0.130952381,0.196428571,0.785498489,0,0.0178571429
김재현,SSG.SK,19,CF,0.13,0.286,0.729,93.9,0.45,0.0476190476,0.261904762,0.36036036,7,0
최경모,SSG.SK,22,3B,0.12,0.301,0.64,79.6,-0.31,0.0547945205,0.246575342,0.0552486188,2,0.0136986301
허도환,SSG.SK,18,C,0.11,0.273,0.742,83.6,0.08,0.0454545455,0.363636364,0.12345679,0,0.0454545455
이흥련,SSG.SK,20,C,0.09,0.24,0.593,52.1,-0.36,0.16,0.232,0.206185567,0,0.04
오태곤,SSG.SK,22,LF,0.08,0.232,0.635,73.9,0.06,0.0874524715,0.258555133,0.220264317,7,0.0114068441
안상현,SSG.SK,21,2B,0.07,0.256,0.66,73.9,-0.11,0.102564103,0.384615385,0.0662251656,2,0
정현,SSG.SK,21,2B,0.07,0.19,0.656,80.6,-0.34,0,0.19047619,0.731707317,0,0.0476190476
유서준,SSG.SK,20,SS,0.06,0.25,0.697,75.4,-0.11,0.0833333333,0.291666667,0.14084507,0,0.0833333333
최준우,SSG.SK,22,2B,0.05,0.25,0.625,89.1,-0.06,0.0833333333,0.25,0.967741935,0,0
안상현,SSG.SK,22,2B,0.03,0.158,0.589,50.6,-0.29,0.131578947,0.315789474,0.41322314,2,0.0526315789
최승준,SSG.SK,18,DH,0.03,0.25,0.775,87.4,0.6,0.152777778,0.347222222,0.239043825,0,0.0416666667
고종욱,SSG.SK,20,LF,0.02,0.283,0.691,83.6,-0.46,0.0955882353,0.202205882,0.254083485,-2,0.0110294118
김창평,SSG.SK,20,2B,0.02,0.192,0.558,52.3,0.26,0.0897435897,0.205128205,0.683229814,7,0.0256410256
이정범,SSG.SK,22,RF,0,0.273,0.546,53,-0.03,0.0909090909,0.181818182,0,0,0
오준혁,SSG.SK,21,DH,0,0.217,0.671,76.5,-0.18,0.108695652,0.326086957,0.264900662,0,0.0434782609
김찬형,SSG.SK,21,2B,0,0.2,0.616,60.2,-0.19,0.0545454545,0.245454545,0.516605166,0,0.00909090909
윤정우,SSG.SK,18,LF,-0.02,0.25,0.677,68.2,-0.03,0.05,0.175,0.281690141,1,0.1
최준우,SSG.SK,19,2B,-0.02,0.212,0.551,54.8,-0.21,0,0.0909090909,0.967741935,0,0.0606060606
강승호,SSG.SK,18,2B,-0.02,0.255,0.689,71.8,-0.23,0.168478261,0.309782609,0.315236427,0,0.0108695652
조형우,SSG.SK,22,C,-0.02,0.167,0.481,33.2,-0.1,0.0833333333,0.25,0.322580645,0,0
박정권,SSG.SK,19,1B,-0.03,0.188,0.61,69.4,-0.63,0.15625,0.34375,0.45045045,0,0
박승욱,SSG.SK,19,1B,-0.04,0.077,0.508,25.6,-0.39,0.153846154,0.384615385,0.392156863,0,0
김동엽,SSG.SK,18,LF,-0.06,0.252,0.765,77.8,0.16,0.180522565,0.256532067,0.157261795,9,0.0308788599
이거연,SSG.SK,20,DH,-0.06,0.125,0.425,31.3,0.02,0,0.75,0.327868852,0,0
화이트,SSG.SK,20,DH,-0.06,0.136,0.685,92.6,0.02,0.181818182,0.0454545455,5.454545455,0,0
남태혁,SSG.SK,19,DH,-0.07,0.227,0.519,48.3,-0.47,0.0454545455,0.136363636,0.64516129,0,0.136363636
최승준,SSG.SK,19,1B,-0.09,0.227,0.519,48.1,-0.19,0,0.454545455,0.198019802,0,0.0454545455
오준혁,SSG.SK,20,LF,-0.09,0.27,0.701,83.7,0.08,0.121621622,0.22972973,0.322580645,-3,0.00675675676
김재현,SSG.SK,22,3B,-0.1,0.222,0.5,18.9,0.17,0.222222222,0.166666667,0,0,0.111111111
배영섭,SSG.SK,19,LF,-0.11,0.225,0.539,54.8,0.4,0.0985915493,0.211267606,0.397350993,2,0
오준혁,SSG.SK,22,RF,-0.12,0.23,0.55,55.6,-0.54,0.0983606557,0.245901639,0.331125828,0,0.0655737705
이흥련,SSG.SK,20,C,-0.12,0.242,0.6,54.8,-0.35,0.153225806,0.225806452,0.213523132,0,0.0403225806
고종욱,SSG.SK,21,LF,-0.12,0.267,0.651,80,0,0.1,0.166666667,0.531561462,-1,0.0333333333
정의윤,SSG.SK,21,LF,-0.13,0.23,0.645,67.3,-0.04,0.145454545,0.224242424,0.296495957,0,0.0303030303
정진기,SSG.SK,19,RF,-0.14,0.188,0.423,15.6,-0.13,0.125,0.125,0.476190476,0,0
최상민,SSG.SK,22,LF,-0.14,0.071,0.307,-7,0.27,0.0714285714,0.285714286,0.731707317,2,0
정진기,SSG.SK,21,LF,-0.16,0.223,0.622,62.1,-0.26,0.10880829,0.202072539,0.255754476,3,0.0103626943
이현석,SSG.SK,22,C,-0.16,0.133,0.267,-37.8,-0.31,0.0666666667,0.333333333,0,0,0.0666666667
이홍구,SSG.SK,20,C,-0.17,0.19,0.587,47.1,-0.55,0.0952380952,0.30952381,0.229885057,0,0.0357142857
박정권,SSG.SK,18,1B,-0.18,0.172,0.605,33.8,-0.11,0.206896552,0.310344828,0.21978022,0,0
최준우,SSG.SK,20,2B,-0.18,0.236,0.615,60.3,-0.59,0.0769230769,0.153846154,0.676156584,0,0.0164835165
강승호,SSG.SK,19,2B,-0.18,0.154,0.503,19.7,-0.38,0.128205128,0.461538462,0.110497238,0,0.0256410256
이성우,SSG.SK,18,C,-0.18,0.242,0.576,41.7,-1.03,0.0416666667,0.133333333,0.49689441,1,0.0333333333
이흥련,SSG.SK,22,C,-0.19,0.133,0.428,18.1,-0.48,0.0222222222,0.488888889,0.226244344,0,0.0444444444
김재현,SSG.SK,20,LF,-0.19,0.143,0.286,-37.6,-0.06,0,0.285714286,0,0,0
크론,SSG.SK,22,1B,-0.2,0.222,0.675,78.7,-0.75,0.144032922,0.279835391,0.13215859,0,0.012345679
채현우,SSG.SK,20,LF,-0.21,0.13,0.341,-18.7,-0.13,0,0.347826087,0.12345679,3,0.0869565217
김경호,SSG.SK,20,LF,-0.21,0.286,0.636,67.2,-0.88,0.0857142857,0.152380952,0.186335404,-3,0.019047619
정진기,SSG.SK,20,RF,-0.22,0.238,0.613,51.2,-0.03,0.119047619,0.26984127,0.205278592,6,0.0158730159
김창평,SSG.SK,19,2B,-0.23,0.178,0.482,27.3,-0.49,0.0666666667,0.244444444,0.36036036,0,0.0222222222
최경모,SSG.SK,19,2B,-0.25,0.063,0.188,-69.6,-0.05,0.0625,0.125,0,0,0
안상현,SSG.SK,19,2B,-0.29,0.235,0.526,42,-0.12,0.0490196078,0.274509804,0.142348754,4,0.0294117647
최항,SSG.SK,22,DH,-0.31,0.1,0.308,-8.9,-0.24,0.05,0.35,0.281690141,0,0
조용호,SSG.SK,18,LF,-0.34,0.077,0.154,-87.9,-0.2,0,0.384615385,0,-1,0
정현,SSG.SK,19,2B,-0.35,0.071,0.277,-16.6,-0.25,0.0357142857,0.5,0.354609929,0,0
남태혁,SSG.SK,20,DH,-0.36,0.197,0.522,37.4,-0.38,0.166666667,0.333333333,0.271493213,0,0.0303030303
이현석,SSG.SK,20,C,-0.37,0.178,0.482,18.2,-0.55,0.0693069307,0.297029703,0.132890365,1,0.0396039604
정현,SSG.SK,19,2B,-0.38,0.081,0.286,-15.9,-0.39,0.0540540541,0.432432432,0.372670807,0,0.027027027
이홍구,SSG.SK,20,C,-0.39,0.188,0.516,31.3,-0.41,0.0625,0.333333333,0.186335404,0,0.0625
박성한,SSG.SK,18,SS,-0.42,0.135,0.391,2.6,-0.37,0.0384615385,0.307692308,0.434782609,0,0
윤석민,SSG.SK,20,3B,-0.46,0.192,0.553,30.9,-0.34,0.164383562,0.164383562,0.165289256,0,0.0410958904
김창평,SSG.SK,21,LF,-0.47,0.08,0.195,-63.3,-0.2,0.04,0.24,0.163934426,1,0
박승욱,SSG.SK,19,1B,-0.49,0.234,0.61,63.5,-1.93,0.0675675676,0.225225225,0.279441118,3,0.0225225225
나주환,SSG.SK,19,2B,-0.52,0.222,0.572,53,-1.91,0.0888888889,0.24,0.22181146,-1,0.0266666667
정현,SSG.SK,20,SS,-0.53,0.152,0.481,22,-0.61,0.0357142857,0.303571429,0.322580645,-2,0.0267857143
정진기,SSG.SK,18,CF,-0.54,0.244,0.611,46.6,0.26,0.0845771144,0.223880597,0.133037694,8,0.00995024876
김성현,SSG.SK,22,2B,-0.58,0.219,0.57,53.9,-0.25,0.122516556,0.119205298,0.858725762,0,0.0430463576
허도환,SSG.SK,19,C,-0.65,0.127,0.405,0.9,-0.53,0.0759493671,0.227848101,0.276243094,-1,0.0379746835
이재원,SSG.SK,20,C,-0.68,0.185,0.514,31.8,-1.48,0.0945945946,0.108108108,0.788381743,0,0.0540540541
정의윤,SSG.SK,20,DH,-0.77,0.241,0.58,51.9,-0.98,0.106951872,0.203208556,0.31496063,-1,0.0374331551
터크먼,한화,22,CF,4.98,0.289,0.795,126.8,0.8,0.0747826087,0.180869565,0.614793468,8,0.0208695652
정은원,한화,21,2B,4.46,0.283,0.791,126.6,1.76,0.0787878788,0.212121212,0.999048525,8,0.0181818182
노시환,한화,21,3B,3.75,0.271,0.852,131.8,1.82,0.221052632,0.281578947,0.681605976,3,0.0394736842
호잉,한화,18,RF,3.72,0.306,0.942,124.8,4.72,0.207939509,0.175803403,0.547798067,14,0.00945179584
정은원,한화,22,2B,3.7,0.276,0.749,118.2,-0.81,0.0964566929,0.214566929,0.779101742,4,0.0196850394
최재훈,한화,21,C,3.67,0.275,0.791,124.6,1.03,0.117333333,0.181333333,1.042584435,1,0.0426666667
최재훈,한화,19,C,3.55,0.29,0.76,122,-0.01,0.0831099196,0.163538874,0.916530278,-7,0.0241286863
호잉,한화,19,RF,3.51,0.284,0.8,120.9,1.69,0.153361345,0.18907563,0.421753607,15,0.012605042
하주석,한화,21,SS,3.09,0.272,0.739,104.4,-1.37,0.12952381,0.257142857,0.37749815,17,0.0171428571
최재훈,한화,20,C,2.77,0.301,0.766,111.1,0.51,0.10619469,0.12979351,0.657596372,0,0.0206489676
노시환,한화,22,3B,2.65,0.281,0.738,112.5,1.99,0.1359447,0.218894009,0.504731861,4,0.0299539171
이성열,한화,19,RF,2.45,0.256,0.807,124.7,1.76,0.20531401,0.275362319,0.420683611,4,0.0169082126
이용규,한화,20,CF,2.21,0.286,0.718,102.8,1.07,0.076372315,0.0859188544,1.63434903,9,0.0214797136
정은원,한화,19,2B,2.06,0.262,0.691,91.8,0.05,0.10106383,0.179078014,0.474777448,7,0.0106382979
김태연,한화,21,3B,1.91,0.301,0.839,138.8,1.99,0.193181818,0.25,0.770975057,2,0.0227272727
김태균,한화,19,DH,1.9,0.305,0.777,121.8,0.4,0.143187067,0.217090069,0.573857598,3,0.0346420323
이성열,한화,18,DH,1.87,0.295,0.9,114.2,3.15,0.210309278,0.294845361,0.244584207,2,0.018556701
이용규,한화,18,CF,1.84,0.293,0.711,88.6,-0.72,0.0733197556,0.126272912,0.950080515,19,0.016293279
최재훈,한화,22,C,1.78,0.223,0.641,87.4,-1.31,0.0824175824,0.178571429,0.675883257,0,0.0467032967
정근우,한화,18,2B,1.64,0.304,0.839,111.8,2.9,0.152,0.114666667,0.90487239,1,0.032
송광민,한화,18,3B,1.58,0.297,0.805,96.4,1.16,0.18202765,0.214285714,0.193340494,0,0.0299539171
하주석,한화,22,SS,1.38,0.259,0.652,84.5,-0.21,0.130630631,0.283783784,0.245836638,14,0.00900900901
강경학,한화,18,2B,1.38,0.278,0.774,101.4,0.77,0.110204082,0.240816327,0.642978003,3,0.0285714286
반즈,한화,20,1B,1.23,0.265,0.769,104.5,0.31,0.148409894,0.286219081,0.332922318,1,0.0141342756
이성곤,한화,21,1B,1.06,0.267,0.758,116,-0.81,0.139534884,0.302325581,0.556621881,-2,0.023255814
송광민,한화,19,3B,1.04,0.262,0.651,80,-1.6,0.112334802,0.200440529,0.230515917,6,0.0396475771
김태연,한화,22,3B,0.95,0.24,0.662,89.1,-1.45,0.131188119,0.262376238,0.452403393,1,0.0222772277
정은원,한화,20,2B,0.92,0.248,0.697,94.1,-0.2,0.114173228,0.161417323,0.99756691,0,0.0157480315
노시환,한화,20,3B,0.83,0.22,0.685,78.7,-2.1,0.124277457,0.335260116,0.284237726,-1,0.0231213873
하주석,한화,20,SS,0.83,0.286,0.674,81,-0.5,0.122137405,0.251908397,0.19667171,3,0.0114503817
최재훈,한화,18,C,0.77,0.262,0.666,71.1,-0.34,0.0906040268,0.204697987,0.327332242,8,0.0268456376
정근우,한화,19,CF,0.75,0.278,0.688,94.3,-0.5,0.108303249,0.155234657,0.464037123,3,0.0397111913
김인환,한화,22,1B,0.73,0.261,0.722,100.3,-1.43,0.135678392,0.278894472,0.216021602,2,0.0100502513
페레즈,한화,21,1B,0.69,0.267,0.73,98.6,-0.5,0.146666667,0.231111111,0.326295585,-1,0.0177777778
지시완,한화,18,C,0.61,0.275,0.73,78.7,2.43,0.140096618,0.265700483,0.217785844,1,0.0289855072
장진혁,한화,19,CF,0.61,0.254,0.666,88.2,-0.72,0.0761904762,0.234920635,0.350877193,8,0.0126984127
오선진,한화,19,SS,0.59,0.224,0.595,66.7,-1.28,0.0918367347,0.183673469,0.52704577,5,0.0204081633
김태균,한화,18,DH,0.47,0.315,0.834,108.2,1.53,0.133858268,0.220472441,0.231729055,-1,0.0275590551
이해창,한화,20,C,0.46,0.269,0.722,92.7,-0.29,0.142857143,0.193277311,0.38961039,-2,0.0504201681
강경학,한화,20,2B,0.4,0.228,0.689,86.8,0.57,0.0984455959,0.331606218,0.546021841,-1,0.0103626943
힐리,한화,21,1B,0.35,0.257,0.7,91,-0.57,0.148594378,0.232931727,0.275387263,1,0.0240963855
김회성,한화,18,3B,0.34,0.259,0.823,98.8,0.25,0.2,0.305882353,0.421455939,1,0.0352941176
최진행,한화,19,LF,0.34,0.231,0.731,100.5,0.09,0.162393162,0.239316239,0.320284698,0,0.0256410256
김민하,한화,20,RF,0.34,0.284,0.775,109.5,-0.01,0.148648649,0.216216216,0.49689441,0,0.027027027
지시완,한화,19,C,0.33,0.25,0.65,79.7,-1.02,0.105769231,0.201923077,0.236966825,0,0.0288461538
정진호,한화,20,LF,0.32,0.277,0.703,85.8,-0.84,0.0673758865,0.177304965,0.578842315,2,0.0177304965
박상언,한화,22,C,0.32,0.224,0.647,73.4,-0.83,0.126865672,0.208955224,0.391459075,-3,0.0149253731
정은원,한화,18,2B,0.32,0.249,0.688,71.5,-0.46,0.0995024876,0.248756219,0.439121756,4,0
노수광,한화,21,CF,0.3,0.231,0.64,76.4,-0.64,0.0875,0.2875,0.368763557,12,0.00625
최인호,한화,21,LF,0.27,0.206,0.668,87.7,-0.76,0.169117647,0.316176471,0.556844548,1,0.00735294118
